player,position,1,2,3,4,5,6,7,8,9,10,11
Terry Godwin,WR,Healthy,Healthy,,,,,,,,,
Terry Hawthorne,DB,Healthy,,,,,,,,,,
Terry McLaurin,WR,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Terry Poole,OT,Healthy,Undisclosed,,,,,,,,,
Teven Jenkins,OG,Back,Neck,Leg,,,,,,,,
Tevin Coleman,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
Tevin Mitchel,DB,,Hamstring,Abdomen,Undisclosed,,,,,,,
Tevin Reese,WR,Healthy,Healthy,,,,,,,,,
Thakarius Keyes,DB,Healthy,Healthy,Healthy,,,,,,,,
Tharold Simon,DB,,Healthy,Toe,Healthy,,,,,,,
Thayer Munford,OT,Healthy,Healthy,,,,,,,,,
Theo Jackson,DB,Healthy,Healthy,,,,,,,,,
Theo Riddick,RB,Healthy,Healthy,Healthy,Wrist,Healthy,Healthy,Shoulder,Healthy,,,
Thomas Booker,DT,Healthy,,,,,,,,,,
Thomas Duarte,TE,Healthy,Healthy,Healthy,,,,,,,,
Thomas Fletcher,LS,Hip,,,,,,,,,,
Thomas Graham,DB,Healthy,Healthy,Ankle,,,,,,,,
Tim Harris,DB,Groin,Healthy,Groin,Healthy,,,,,,,
Tim Settle,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Tim Williams,LB,Healthy,Healthy,Healthy,,,,,,,,
Timmy Jernigan,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Titus Leo,DE,Undisclosed,,,,,,,,,,
Todd Gurley,RB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Tom Savage,QB,Healthy,Shoulder,Healthy,Concussion,Healthy,Healthy,,,,,
Tommy Bohanon,RB,Healthy,Clavicle,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Tommy Doyle,OT,Healthy,Knee,Knee,,,,,,,,
Tommy Stevens,QB,Healthy,,,,,,,,,,
Tommy Sweeney,TE,Healthy,,Healthy,Healthy,Healthy,,,,,,
Tommy Togiai,DT,Healthy,Healthy,Healthy,,,,,,,,
Tommy Tremble,TE,Healthy,Healthy,Healthy,,,,,,,,
Tony Fields,LB,Healthy,Healthy,Healthy,,,,,,,,
Tony Lippett,DB,Healthy,Healthy,,Healthy,Healthy,,,,,,
Tony Pollard,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Tony Steward,LB,Back,Healthy,,,,,,,,,
Tourek Williams,LB,Healthy,Healthy,Foot,Healthy,,,,,,,
Trace McSorley,QB,Healthy,Knee,Healthy,Healthy,Healthy,,,,,,
Tracy Walker,DB,Healthy,Healthy,Healthy,Healthy,Achilles,Healthy,,,,,
Trae Waynes,DB,Healthy,Healthy,Healthy,Healthy,Healthy,,Hamstring,,,,
Trai Turner,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Travin Howard,LB,Ankle,Healthy,,Hamstring,Healthy,Healthy,,,,,
Travis Bell,DT,Healthy,,,,,,,,,,
Travis Bond,OG,Healthy,Healthy,Healthy,,,,,,,,
Travis Etienne,RB,Foot,Healthy,Healthy,,,,,,,,
Travis Feeney,DL,Healthy,,,,,,,,,,
Travis Frederick,C,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Travis Fulgham,WR,Healthy,Healthy,Healthy,Healthy,,,,,,,
Travis Homer,RB,Healthy,Knee,Healthy,Ribs,Healthy,,,,,,
Travis Jones,DT,Healthy,Healthy,,,,,,,,,
Travis Kelce,TE,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
Travis Swanson,C,Healthy,Shoulder,Healthy,Concussion,Healthy,,,,,,
Travon Walker,LB,Healthy,Healthy,,,,,,,,,
Tray Walker,DB,Healthy,,,,,,,,,,
Trayveon Williams,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Trayvon Mullen,DB,Healthy,Healthy,Foot,Healthy,,,,,,,
Tre Boston,DB,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,,
Tre Brown,DB,Knee,Knee,Healthy,,,,,,,,
Tre Flowers,DB,Healthy,Healthy,Hamstring,Healthy,Healthy,Healthy,,,,,
Tre Hawkins,DB,Healthy,,,,,,,,,,
Tre Mason,RB,Healthy,Healthy,,,,,,,,,
Tre McBride,WR,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Tre Nixon,WR,Healthy,Healthy,Shoulder,,,,,,,,
Tre Norwood,DB,Healthy,Healthy,Healthy,,,,,,,,
Tre Tucker,WR,Healthy,,,,,,,,,,
Tre' Jackson,OG,Healthy,,,,,,,,,,
Tre' McKitty,TE,Healthy,Healthy,Healthy,,,,,,,,
Tre'Davious White,DB,Healthy,Healthy,Healthy,Healthy,Knee,Knee,Achilles,,,,
Tre'Quan Smith,WR,Healthy,Healthy,Ankle,Hamstring,Healthy,Groin,,,,,
Tre'Vius Hodges-Tomlinson,DB,Healthy,,,,,,,,,,
Tre'von Moehrig,DB,Healthy,Healthy,Healthy,,,,,,,,
Tremaine Edmunds,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Tremayne Anchrum,OG,Healthy,Knee,Ankle,Healthy,,,,,,,
Tremon Smith,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Trent McDuffie,DB,Hamstring,Healthy,,,,,,,,,
Trent Murphy,DE,Hand,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,,,,
Trent Taylor,WR,Healthy,Healthy,,Healthy,Healthy,Healthy,Healthy,,,,
Trenton Brown,OT,Healthy,Healthy,Shoulder,Healthy,Pectoral,Healthy,Calf,Healthy,Healthy,,
Trenton Cannon,RB,Healthy,Foot,Healthy,Concussion,Knee,,,,,,
Trenton Gill,P,Healthy,Healthy,,,,,,,,,
Trenton Simpson,LB,Healthy,,,,,,,,,,
Trestan Ebner,RB,Healthy,Concussion,,,,,,,,,
Treston Decoud,DB,Healthy,Healthy,Healthy,,,,,,,,
Trevardo Williams,DE,Knee,Healthy,,,,,,,,,
Trevis Gipson,LB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Trevon Diggs,DB,Foot,Healthy,Healthy,Knee,,,,,,,
Trevon Wesco,TE,Healthy,Ankle,Knee,Healthy,Healthy,,,,,,
Trevon Young,DE,Healthy,Undisclosed,,,,,,,,,
Trevor Bates,LB,Healthy,Healthy,Healthy,,,,,,,,
Trevor Davis,WR,Healthy,Healthy,Hamstring,Healthy,,Healthy,,,,,
Trevor Lawrence,QB,Healthy,Healthy,Healthy,,,,,,,,
Trevor Penning,OT,Foot,Healthy,,,,,,,,,
Trevor Reilly,LB,Healthy,Healthy,Undisclosed,Healthy,,,,,,,
Trevor Siemian,QB,Healthy,Healthy,Shoulder,Healthy,Ankle,,Healthy,Oblique,Healthy,,
Trey Caldwell,DB,Healthy,Healthy,Healthy,,,,,,,,
Trey Flowers,DE,Undisclosed,Healthy,Healthy,Healthy,Healthy,Undisclosed,Knee,Foot,,,
Trey Hendrickson,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Trey Hill,C,Healthy,Healthy,Healthy,,,,,,,,
Trey Lance,QB,Healthy,Ankle,Healthy,,,,,,,,
Trey McBride,TE,Healthy,Healthy,,,,,,,,,
Trey Millard,RB,,Healthy,Knee,,,,,,,,
Trey Palmer,WR,Healthy,,,,,,,,,,
Trey Pipkins,OT,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Trey Quinn,WR,Ankle,Concussion,Healthy,,Healthy,,,,,,
Trey Sermon,RB,Ankle,Healthy,Undisclosed,,,,,,,,
Trey Smith,OG,Healthy,Healthy,Healthy,,,,,,,,
Treylon Burks,WR,Toe,Healthy,,,,,,,,,
Treyvon Hester,DT,Healthy,Healthy,Healthy,,Back,,,,,,
Tristan Wirfs,OT,Healthy,Healthy,Healthy,Healthy,,,,,,,
Troy Andersen,LB,Healthy,Pectoral,,,,,,,,,
Troy Apke,DB,Hamstring,Healthy,Healthy,Healthy,Healthy,,,,,,
Troy Dye,LB,Foot,Healthy,Healthy,Wrist,,,,,,,
Troy Fumagalli,TE,,Healthy,Abdomen,Undisclosed,Healthy,Healthy,,,,,
Troy Niklas,TE,Ankle,Healthy,Wrist,Healthy,,,,,,,
Troy Pride,DB,Hip,Knee,,Healthy,,,,,,,
Trysten Hill,DT,Healthy,Knee,Knee,Knee,Healthy,,,,,,
Tua Tagovailoa,QB,Healthy,Ribs,Healthy,Healthy,,,,,,,
Tucker Kraft,TE,Healthy,,,,,,,,,,
Tuli Tuipulotu,LB,Healthy,,,,,,,,,,
Ty Chandler,RB,Thumb,Healthy,,,,,,,,,
Ty Johnson,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Ty Montgomery,RB,Ankle,Healthy,Wrist,Healthy,Healthy,Hamstring,Healthy,Knee,Healthy,,
Ty Powell,LB,Healthy,Healthy,Knee,,,,,,,,
Ty Sambrailo,OT,Shoulder,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,,,,
Ty Summers,LB,Healthy,Healthy,Hamstring,Healthy,Healthy,,,,,,
Tycen Anderson,DB,Hamstring,Knee,,,,,,,,,
Tye Smith,DB,Healthy,Healthy,Healthy,,Healthy,Shoulder,Healthy,Healthy,,,
Tyeler Davison,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyjae Spears,RB,Healthy,,,,,,,,,,
Tylan Wallace,WR,Healthy,Hamstring,Hamstring,,,,,,,,
Tyler Allgeier,RB,Healthy,Healthy,,,,,,,,,
Tyler Badie,RB,Healthy,Healthy,,,,,,,,,
Tyler Bass,K,Healthy,Healthy,Healthy,Healthy,,,,,,,
Tyler Biadasz,C,Hamstring,Healthy,Healthy,Healthy,,,,,,,
Tyler Boyd,WR,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyler Conklin,TE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Tyler Davis,TE,Healthy,Healthy,Healthy,Knee,,,,,,,
Tyler Eifert,TE,Healthy,Elbow,Healthy,Back,Back,Ankle,Healthy,Healthy,,,
Tyler Ervin,RB,Healthy,Knee,Healthy,Healthy,Ankle,,,,,,
Tyler Gaffney,RB,,,Foot,,,,,,,,
Tyler Higbee,TE,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
Tyler Johnson,WR,Healthy,Healthy,Healthy,Healthy,,,,,,,
Tyler Kroft,TE,Healthy,Healthy,Healthy,Foot,Healthy,Healthy,Chest,Healthy,Healthy,,
Tyler Lacy,DE,Healthy,,,,,,,,,,
Tyler Linderbaum,C,Healthy,Healthy,,,,,,,,,
Tyler Lockett,WR,Healthy,Leg,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tyler Matakevich,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyler Scott,WR,Healthy,,,,,,,,,,
Tyler Shelvin,DT,Healthy,Healthy,Undisclosed,,,,,,,,
Tyler Smith,OT,Healthy,Healthy,,,,,,,,,
Tyler Starr,LB,Healthy,Healthy,Undisclosed,,,,,,,,
Tyler Steen,OT,Healthy,,,,,,,,,,
Tyler Wilson,QB,Healthy,Healthy,,,,,,,,,
Tyquan Lewis,DE,Toe,Healthy,Healthy,Knee,Knee,Healthy,,,,,
Tyquan Thornton,WR,Clavicle,Shoulder,,,,,,,,,
Tyrann Mathieu,DB,Knee,Healthy,Knee,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
Tyre Phillips,OT,Ankle,Knee,Healthy,Quadriceps,,,,,,,
Tyree Gillespie,DB,Hamstring,Healthy,Knee,,,,,,,,
Tyree Wilson,DE,Healthy,,,,,,,,,,
Tyreek Hill,WR,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyreke Smith,LB,,Healthy,,,,,,,,,
Tyrell Crosby,OT,Healthy,Healthy,Healthy,Undisclosed,,,,,,,
Tyrie Cleveland,WR,Healthy,Healthy,Healthy,Concussion,,,,,,,
Tyrion Davis-Price,RB,Healthy,Healthy,,,,,,,,,
Tyrique Stevenson,DB,Healthy,,,,,,,,,,
Tyrone Holmes,DE,Healthy,Healthy,Healthy,,,,,,,,
Tyrus Thompson,OT,Concussion,Undisclosed,Undisclosed,,,,,,,,
Tyson Campbell,DB,Healthy,Healthy,Healthy,,,,,,,,
Tytus Howard,OT,Knee,Concussion,Healthy,Healthy,Hand,,,,,,
Tyus Bowser,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Achilles,,,,,
Uchenna Nwosu,LB,Healthy,Healthy,Knee,Healthy,Healthy,Pectoral,,,,,
Ugo Amadi,DB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Ukeme Eligwe,LB,Healthy,Healthy,Healthy,,,,,,,,
Ulrick John,OT,Ankle,Healthy,Shoulder,Healthy,Foot,Undisclosed,,,,,
Ulysees Gilbert,LB,Back,Back,Healthy,Foot,Healthy,,,,,,
Vadal Alexander,OT,Healthy,Healthy,,,,,,,,,
Van Jefferson,WR,Healthy,Healthy,Knee,Healthy,,,,,,,
Vance McDonald,TE,Healthy,Back,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,,,
Vederian Lowe,OT,Healthy,Healthy,,,,,,,,,
Velus Jones,WR,Healthy,Healthy,,,,,,,,,
Ventrell Miller,LB,Achilles,,,,,,,,,,
Vernon Butler,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Vernon Hargreaves III,DB,Healthy,Hamstring,Shoulder,Healthy,Healthy,Healthy,,,,,
Vernon Scott,DB,Healthy,Healthy,Shoulder,,,,,,,,
Vic Beasley,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Victor Dimukeje,LB,Healthy,Healthy,Healthy,,,,,,,,
Vince Biegel,LB,Foot,Healthy,Healthy,,Achilles,,,,,,
Vince Mayle,TE,Healthy,Healthy,Healthy,Healthy,Undisclosed,,,,,,
Vince Williams,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Vincent Taylor,DT,Knee,Foot,Healthy,Healthy,Ankle,,,,,,
Vincent Valentine,DT,Healthy,Knee,Healthy,,,,,,,,
Vinnie Sunseri,DB,Arm,Leg,Healthy,Healthy,,,,,,,
Vinston Painter,OT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Vita Vea,DT,Healthy,Healthy,Leg,Healthy,Healthy,Healthy,,,,,
Vonn Bell,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Vosean Joseph,LB,Shoulder,,,,,,,,,,
Walker Little,OT,Healthy,Healthy,Healthy,,,,,,,,
Walt Aikens,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Walter Powell,WR,Healthy,Healthy,Ankle,Healthy,,,,,,,
Wan'Dale Robinson,WR,Knee,Healthy,,,,,,,,,
Wanya Morris,OT,Healthy,,,,,,,,,,
Warren McClendon,OT,Healthy,,,,,,,,,,
Wayne Gallman,RB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Wendell Smallwood,RB,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Wes Martin,OG,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Wes Schweitzer,C,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,Concussion,Calf,,,
Wesley Johnson,C,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Weston Richburg,C,Healthy,Healthy,Healthy,Concussion,Healthy,Knee,,,,,
Will Anderson,DE,Healthy,,,,,,,,,,
Will Clarke,DE,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Will Davis,DB,Healthy,Knee,Knee,Healthy,Healthy,,,,,,
Will Dissly,TE,Knee,Achilles,Healthy,Healthy,Knee,Healthy,,,,,
Will Fries,OG,Healthy,Healthy,Healthy,,,,,,,,
Will Fuller,WR,Healthy,Healthy,Knee,Healthy,Healthy,Finger,,,,,
Will Grier,QB,Healthy,Healthy,Knee,Healthy,Healthy,,,,,,
Will Hernandez,OG,Healthy,Healthy,Healthy,Healthy,Pectoral,Healthy,,,,,
Will Holden,OT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Will Levis,QB,Healthy,,,,,,,,,,
Will Mallory,TE,Healthy,,,,,,,,,,
Will McDonald,LB,Healthy,,,,,,,,,,
Will Redmond,DB,Knee,Ankle,Shoulder,Healthy,Healthy,Toe,Healthy,,,,
Will Richardson,OT,Knee,Healthy,Healthy,Finger,Healthy,,,,,,
Will Smith,LB,Healthy,,,,,,,,,,
Will Sutton,DT,Healthy,Healthy,Ankle,Healthy,Healthy,,,,,,
William Bradley-King,DE,Healthy,Healthy,Healthy,,,,,,,,
William Campbell,OG,Healthy,Healthy,Healthy,Healthy,,,,,,,
William Clapp,C,Healthy,Healthy,Healthy,Undisclosed,Healthy,Knee,,,,,
William Gholston,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
William Harris,DB,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
William Jackson,DB,,Healthy,Healthy,Shoulder,Healthy,Healthy,Back,,,,
William Parks,DB,Healthy,Healthy,Healthy,Healthy,Hamstring,Healthy,Healthy,,,,
William Sherman,OT,Healthy,Healthy,Healthy,,,,,,,,
Willie Beavers,OT,Healthy,Healthy,Healthy,Healthy,,Healthy,Undisclosed,,,,
Willie Gay,LB,Knee,Toe,Healthy,Healthy,,,,,,,
Willie Henry,DT,Undisclosed,Healthy,Hernia,Healthy,Healthy,Healthy,,,,,
Wyatt Davis,OG,Healthy,Healthy,Ankle,,,,,,,,
Wyatt Hubert,DE,Healthy,,,,,,,,,,
Wyatt Teller,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Xavien Howard,DB,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,,,
Xavier Cooper,DT,Healthy,Healthy,Healthy,Healthy,,,,,,,
Xavier Crawford,DB,Healthy,Healthy,Concussion,Healthy,,,,,,,
Xavier Hutchinson,WR,Healthy,,,,,,,,,,
Xavier McKinney,DB,Foot,Healthy,Healthy,Healthy,,,,,,,
Xavier Rhodes,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Xavier Su'a-Filo,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Leg,Ankle,Knee,,,
Xavier Woods,DB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Xzavier Dickson,LB,Healthy,,,,,,,,,,
YaYa Diaby,LB,Healthy,,,,,,,,,,
Yannick Ngakoue,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Throat,Ankle,,,
Yasir Abdullah,LB,Healthy,,,,,,,,,,
Yawin Smallwood,LB,Healthy,Undisclosed,,,,,,,,,
Yetur Gross-Matos,DE,Ankle,Healthy,Healthy,Hamstring,,,,,,,
Yodny Cajuste,OT,,,Healthy,Thumb,,,,,,,
Za'Darius Smith,DE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Back,Healthy,Healthy,,
Zac Brooks,RB,Healthy,,,,,,,,,,
Zac Dysert,QB,Healthy,Healthy,Healthy,Healthy,,,,,,,
Zac Stacy,RB,Healthy,Healthy,Ankle,,,,,,,,
Zacch Pickens,DT,Healthy,,,,,,,,,,
Zach Allen,DE,Neck,Ankle,Healthy,Healthy,Healthy,,,,,,
Zach Banner,OT,Healthy,Healthy,Healthy,Knee,Knee,,,,,,
Zach Charbonnet,RB,Healthy,,,,,,,,,,
Zach Cunningham,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Elbow,Healthy,,,,
Zach Davidson,TE,Healthy,Healthy,,,,,,,,,
Zach Ertz,TE,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,Healthy,Knee,Quadriceps
Zach Evans,RB,Healthy,,,,,,,,,,
Zach Fulton,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Zach Gentry,TE,Healthy,Knee,Healthy,Healthy,Healthy,,,,,,
Zach Harrison,DE,Healthy,,,,,,,,,,
Zach Hocker,K,Healthy,Healthy,Healthy,Healthy,,,,,,,
Zach Mettenberger,QB,Healthy,Healthy,Healthy,,,,,,,,
Zach Moore,DE,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,,
Zach Sieler,DT,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Zach Tom,C,Healthy,Healthy,,,,,,,,,
Zach Wilson,QB,Healthy,Healthy,Concussion,,,,,,,,
Zachary Carter,DT,Healthy,Healthy,,,,,,,,,
Zachary Thomas,OT,Healthy,Healthy,,,,,,,,,
Zack Baun,LB,Healthy,Healthy,Ankle,Healthy,,,,,,,
Zack Kuntz,TE,Healthy,,,,,,,,,,
Zack Martin,OG,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Calf,Healthy,Healthy,Healthy,
Zack Moss,RB,Ankle,Healthy,Healthy,Healthy,,,,,,,
Zack Sanchez,DB,Groin,Groin,,,,,,,,,
Zaire Barnes,LB,Hamstring,,,,,,,,,,
Zaire Franklin,LB,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,,
Zamir White,RB,Healthy,Healthy,,,,,,,,,
Zane Gonzalez,K,Healthy,Healthy,Healthy,Back,Quadriceps,Groin,Calf,,,,
Zaven Collins,LB,Healthy,Healthy,Healthy,,,,,,,,
Zaviar Gooden,LB,Healthy,Healthy,Hamstring,Healthy,Healthy,,,,,,
Zay Flowers,WR,Healthy,,,,,,,,,,
Zay Jones,WR,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Zech McPhearson,DB,Healthy,Healthy,Achilles,,,,,,,,
Zeke Motta,DB,Neck,,,,,,,,,,
Zion Johnson,OG,Healthy,Healthy,,,,,,,,,
Zyon McCollum,DB,Healthy,Healthy,,,,,,,,,
