,page,transdate,team,transaction
7852,/players/jake-ryan-ryanja01,2020-06-11,Baltimore (NFL),Released
27864,/players/jake-witt-wittja01,2023-05-05,Indianapolis (NFL),Signed
27863,/players/jake-witt-wittja01,2023-08-05,Indianapolis (NFL),Placed on Injured Reserve (Hip)
12061,/players/jakeem-grant-grantja01,2016-05-07,Miami (NFL),Signed
12060,/players/jakeem-grant-grantja01,2018-11-28,Miami (NFL),Placed on Injured Reserve (Achilles)
12059,/players/jakeem-grant-grantja01,2019-11-27,Miami (NFL),Placed on Injured Reserve (Ankle)
12058,/players/jakeem-grant-grantja01,2021-10-05,Miami (NFL),Traded to the Chicago Bears
12057,/players/jakeem-grant-grantja01,2022-01-06,Chicago (NFL),Placed on Injured Reserve (Ankle)
12056,/players/jakeem-grant-grantja01,2022-03-17,Cleveland (NFL),Signed
12055,/players/jakeem-grant-grantja01,2022-08-10,Cleveland (NFL),Placed on Injured Reserve (Achilles)
12054,/players/jakeem-grant-grantja01,2023-08-27,Cleveland (NFL),Placed on Injured Reserve (Knee)
27619,/players/jakorian-bennett-benneja04,2023-06-16,Las Vegas (NFL),Signed
14301,/players/jaleel-johnson-johnsja25,2017-05-26,Minnesota (NFL),Signed
14300,/players/jaleel-johnson-johnsja25,2021-04-08,Houston (NFL),Signed
14299,/players/jaleel-johnson-johnsja25,2021-08-31,Houston (NFL),Released
14298,/players/jaleel-johnson-johnsja25,2021-09-06,New Orleans (NFL),Signed to the Practice Squad
14297,/players/jaleel-johnson-johnsja25,2021-09-15,Houston (NFL),Signed from the New Orleans Saints practice squad
14296,/players/jaleel-johnson-johnsja25,2021-12-21,Houston (NFL),Placed on COVID-19 List
14295,/players/jaleel-johnson-johnsja25,2021-12-29,Houston (NFL),Activated from the Reserve/COVID-19 List
14294,/players/jaleel-johnson-johnsja25,2022-04-04,New Orleans (NFL),Signed
14293,/players/jaleel-johnson-johnsja25,2022-08-11,New Orleans (NFL),Released
14292,/players/jaleel-johnson-johnsja25,2022-08-15,New Orleans (NFL),Signed
14291,/players/jaleel-johnson-johnsja25,2022-08-17,New Orleans (NFL),Placed on Injured Reserve (Undisclosed)
14290,/players/jaleel-johnson-johnsja25,2022-08-23,New Orleans (NFL),Released from Injured Reserve
14289,/players/jaleel-johnson-johnsja25,2022-10-05,Atlanta (NFL),Signed to the Practice Squad
14288,/players/jaleel-johnson-johnsja25,2022-10-27,Houston (NFL),Signed from the Atlanta Falcons practice squad
14287,/players/jaleel-johnson-johnsja25,2022-11-19,Houston (NFL),Waived
14286,/players/jaleel-johnson-johnsja25,2022-11-21,Atlanta (NFL),Acquired via waivers (from the Houston Texans)
14285,/players/jaleel-johnson-johnsja25,2023-05-30,Tennessee (NFL),Signed
14284,/players/jaleel-johnson-johnsja25,2023-08-29,Tennessee (NFL),Released
14283,/players/jaleel-johnson-johnsja25,2023-09-20,Tennessee (NFL),Signed to the Practice Squad
14282,/players/jaleel-johnson-johnsja25,2023-09-23,Tennessee (NFL),Signed to the Active Roster from the Practice Squad
14281,/players/jaleel-johnson-johnsja25,2023-09-25,Tennessee (NFL),Returned to the Practice Squad
14280,/players/jaleel-johnson-johnsja25,2023-10-07,Tennessee (NFL),Signed to the Active Roster from the Practice Squad
14279,/players/jaleel-johnson-johnsja25,2023-10-09,Tennessee (NFL),Returned to the Practice Squad
14278,/players/jaleel-johnson-johnsja25,2023-10-14,Tennessee (NFL),Signed to the Active Roster from the Practice Squad
14277,/players/jaleel-johnson-johnsja25,2023-10-16,Tennessee (NFL),Returned to the Practice Squad
14276,/players/jaleel-johnson-johnsja25,2023-10-28,Tennessee (NFL),Signed to the Active Roster from the Practice Squad
14275,/players/jaleel-johnson-johnsja25,2023-11-21,Tennessee (NFL),Waived
14274,/players/jaleel-johnson-johnsja25,2023-11-29,Tennessee (NFL),Signed
17743,/players/jaleel-scott-scottja05,2018-05-05,Baltimore (NFL),Signed
17742,/players/jaleel-scott-scottja05,2018-08-27,Baltimore (NFL),Placed on Injured Reserve (Hamstring)
17741,/players/jaleel-scott-scottja05,2020-09-05,Baltimore (NFL),Waived
17740,/players/jaleel-scott-scottja05,2020-09-10,NY Jets (NFL),Signed to the Practice Squad
17739,/players/jaleel-scott-scottja05,2020-10-31,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
17738,/players/jaleel-scott-scottja05,2020-11-02,NY Jets (NFL),Returned to the Practice Squad
17737,/players/jaleel-scott-scottja05,2020-12-12,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
17736,/players/jaleel-scott-scottja05,2020-12-14,NY Jets (NFL),Returned to the Practice Squad
17735,/players/jaleel-scott-scottja05,2021-01-05,NY Jets (NFL),Signed to a future contract
17734,/players/jaleel-scott-scottja05,2021-05-07,NY Jets (NFL),Waived
27896,/players/jalen-brooks-brookja07,2023-05-12,Dallas (NFL),Signed
26129,/players/jalen-camp-campja01,2021-05-17,Jacksonville (NFL),Signed
26128,/players/jalen-camp-campja01,2021-08-31,Jacksonville (NFL),Waived
26127,/players/jalen-camp-campja01,2021-09-03,Houston (NFL),Signed to the Practice Squad
26126,/players/jalen-camp-campja01,2021-12-25,Houston (NFL),Signed to the Active Roster from the Practice Squad
26125,/players/jalen-camp-campja01,2021-12-27,Houston (NFL),Returned to the Practice Squad
26124,/players/jalen-camp-campja01,2022-01-01,Houston (NFL),Signed to the Active Roster from the Practice Squad
26123,/players/jalen-camp-campja01,2022-01-03,Houston (NFL),Returned to the Practice Squad
26122,/players/jalen-camp-campja01,2022-01-08,Houston (NFL),Signed to the Active Roster from the Practice Squad
26121,/players/jalen-camp-campja01,2022-01-10,Houston (NFL),Returned to the Practice Squad
26120,/players/jalen-camp-campja01,2022-01-11,Houston (NFL),Signed to a future contract
26119,/players/jalen-camp-campja01,2022-08-30,Houston (NFL),Waived
26118,/players/jalen-camp-campja01,2022-08-31,Houston (NFL),Signed to the Practice Squad
26117,/players/jalen-camp-campja01,2022-10-29,Houston (NFL),Signed to the Active Roster from the Practice Squad
26116,/players/jalen-camp-campja01,2022-10-31,Houston (NFL),Returned to the Practice Squad
26115,/players/jalen-camp-campja01,2022-11-03,Houston (NFL),Signed to the Active Roster from the Practice Squad
26114,/players/jalen-camp-campja01,2022-11-04,Houston (NFL),Returned to the Practice Squad
26113,/players/jalen-camp-campja01,2022-12-10,Houston (NFL),Signed to the Active Roster from the Practice Squad
26112,/players/jalen-camp-campja01,2022-12-12,Houston (NFL),Returned to the Practice Squad
26111,/players/jalen-camp-campja01,2022-12-14,Houston (NFL),Placed on the Practice Squad/Injured List
26110,/players/jalen-camp-campja01,2023-01-12,Houston (NFL),Signed to a future contract
26109,/players/jalen-camp-campja01,2023-08-29,Houston (NFL),Waived
26108,/players/jalen-camp-campja01,2023-09-27,Pittsburgh (NFL),Signed to the Practice Squad
26107,/players/jalen-camp-campja01,2023-10-03,Pittsburgh (NFL),Released from the Practice Squad
26106,/players/jalen-camp-campja01,2023-12-06,Carolina (NFL),Signed to the Practice Squad
26105,/players/jalen-camp-campja01,2024-01-08,Carolina (NFL),Signed to a future contract
26104,/players/jalen-camp-campja01,2024-05-10,Carolina (NFL),Waived
26103,/players/jalen-camp-campja01,2024-05-14,Cleveland (NFL),Signed
27503,/players/jalen-carter-carteja08,2023-05-05,Philadelphia (NFL),Signed
6652,/players/jalen-collins-collija04,2015-05-09,Atlanta (NFL),Signed
6651,/players/jalen-collins-collija04,2016-09-03,Atlanta (NFL),Placed on the Reserve/Suspended List
6650,/players/jalen-collins-collija04,2016-10-07,Atlanta (NFL),Activated from the Reserve/Suspended List
6649,/players/jalen-collins-collija04,2017-09-02,Atlanta (NFL),Placed on the Reserve/Suspended List
6648,/players/jalen-collins-collija04,2017-11-21,Atlanta (NFL),Waived
6647,/players/jalen-collins-collija04,2018-11-15,Indianapolis (NFL),Signed to the Practice Squad
6646,/players/jalen-collins-collija04,2018-12-29,Indianapolis (NFL),Signed to the Active Roster from the Practice Squad
6645,/players/jalen-collins-collija04,2019-01-01,Indianapolis (NFL),Waived
6644,/players/jalen-collins-collija04,2019-01-03,Indianapolis (NFL),Signed to the Practice Squad
6643,/players/jalen-collins-collija04,2019-01-14,Indianapolis (NFL),Signed to a future contract
6642,/players/jalen-collins-collija04,2019-08-31,Indianapolis (NFL),Waived
6641,/players/jalen-collins-collija04,2019-09-01,Indianapolis (NFL),Signed to the Practice Squad
6640,/players/jalen-collins-collija04,2019-09-30,Indianapolis (NFL),Released from the Practice Squad
6639,/players/jalen-collins-collija04,2020-03-03,Tampa Bay (XFL),Waived
6638,/players/jalen-collins-collija04,2021-09-30,Toronto (CFL),Signed
6637,/players/jalen-collins-collija04,2021-10-08,Toronto (CFL),Signed to the Practice Squad
6636,/players/jalen-collins-collija04,2021-10-21,Toronto (CFL),Signed to the Active Roster from the Practice Squad
6635,/players/jalen-collins-collija04,2022-06-05,Toronto (CFL),Traded to the Edmonton Elks
6634,/players/jalen-collins-collija04,2022-07-17,Edmonton (CFL),Released
27924,/players/jalen-graham-grahaja04,2023-05-12,San Francisco (NFL),Signed
20124,/players/jalen-hurd-hurdja01,2019-05-03,San Francisco (NFL),Signed
20123,/players/jalen-hurd-hurdja01,2019-10-03,San Francisco (NFL),Placed on Injured Reserve (Back)
20122,/players/jalen-hurd-hurdja01,2020-08-20,San Francisco (NFL),Placed on Injured Reserve (Knee)
20121,/players/jalen-hurd-hurdja01,2021-09-11,San Francisco (NFL),Placed on Injured Reserve (Knee)
20120,/players/jalen-hurd-hurdja01,2021-11-11,San Francisco (NFL),Waived from Injured Reserve
20119,/players/jalen-hurd-hurdja01,2023-07-25,New England (NFL),Signed
20118,/players/jalen-hurd-hurdja01,2023-08-01,New England (NFL),Placed on the Reserve/Retired List
22816,/players/jalen-hurts-hurtsja01,2020-07-27,Philadelphia (NFL),Signed
22324,/players/jalen-jelks-jelksja01,2019-05-10,Dallas (NFL),Signed
22323,/players/jalen-jelks-jelksja01,2019-08-31,Dallas (NFL),Placed on Injured Reserve (Undisclosed)
22322,/players/jalen-jelks-jelksja01,2020-08-16,Dallas (NFL),Waived
22321,/players/jalen-jelks-jelksja01,2020-08-17,Carolina (NFL),Acquired via waivers (from the Dallas Cowboys)
22320,/players/jalen-jelks-jelksja01,2020-09-05,Carolina (NFL),Waived
22319,/players/jalen-jelks-jelksja01,2020-09-22,Cleveland (NFL),Signed to the Practice Squad
22318,/players/jalen-jelks-jelksja01,2020-10-26,Cleveland (NFL),Released from the Practice Squad
22317,/players/jalen-jelks-jelksja01,2020-11-16,Washington (NFL),Signed to the Practice Squad
22316,/players/jalen-jelks-jelksja01,2021-01-11,Washington (NFL),Signed to a future contract
22315,/players/jalen-jelks-jelksja01,2021-07-27,Washington (NFL),Waived (injured)
22314,/players/jalen-jelks-jelksja01,2021-07-28,Washington (NFL),Placed on Injured Reserve (Undisclosed)
25183,/players/jalen-mayfield-mayfija01,2021-06-15,Atlanta (NFL),Signed
25182,/players/jalen-mayfield-mayfija01,2022-09-01,Atlanta (NFL),Placed on Injured Reserve (Back)
25181,/players/jalen-mayfield-mayfija01,2022-11-16,Atlanta (NFL),Designated for return from Injured Reserve
25180,/players/jalen-mayfield-mayfija01,2023-08-26,Atlanta (NFL),Waived
25179,/players/jalen-mayfield-mayfija01,2023-08-31,NY Giants (NFL),Signed to the Practice Squad
25178,/players/jalen-mayfield-mayfija01,2023-10-07,NY Giants (NFL),Signed to the Active Roster from the Practice Squad
25177,/players/jalen-mayfield-mayfija01,2023-10-09,NY Giants (NFL),Returned to the Practice Squad
25176,/players/jalen-mayfield-mayfija01,2023-10-14,NY Giants (NFL),Signed to the Active Roster from the Practice Squad
25175,/players/jalen-mayfield-mayfija01,2023-10-16,NY Giants (NFL),Waived
25174,/players/jalen-mayfield-mayfija01,2023-10-18,NY Giants (NFL),Signed to the Practice Squad
25173,/players/jalen-mayfield-mayfija01,2023-10-21,NY Giants (NFL),Signed to the Active Roster from the Practice Squad
25172,/players/jalen-mayfield-mayfija01,2023-10-23,NY Giants (NFL),Returned to the Practice Squad
25171,/players/jalen-mayfield-mayfija01,2024-01-08,NY Giants (NFL),Signed to a future contract
12795,/players/jalen-mills-millsja02,2016-05-04,Philadelphia (NFL),Signed
12794,/players/jalen-mills-millsja02,2018-12-08,Philadelphia (NFL),Placed on Injured Reserve (Foot)
12793,/players/jalen-mills-millsja02,2019-08-31,Philadelphia (NFL),Placed on the Physically Unable to Perform List (Foot)
12792,/players/jalen-mills-millsja02,2019-10-19,Philadelphia (NFL),Activated from the Physically Unable to Perform List
12791,/players/jalen-mills-millsja02,2020-03-24,Philadelphia (NFL),Re-signed
12790,/players/jalen-mills-millsja02,2020-12-31,Philadelphia (NFL),Placed on COVID-19 List
12789,/players/jalen-mills-millsja02,2021-01-28,Philadelphia (NFL),Activated from the Reserve/COVID-19 List
12788,/players/jalen-mills-millsja02,2021-03-19,New England (NFL),Signed
12787,/players/jalen-mills-millsja02,2022-01-11,New England (NFL),Placed on COVID-19 List
12786,/players/jalen-mills-millsja02,2022-01-17,New England (NFL),Activated from the Reserve/COVID-19 List
12785,/players/jalen-mills-millsja02,2024-03-14,NY Giants (NFL),Signed
16007,/players/jalen-myrick-myricja01,2017-05-11,Jacksonville (NFL),Signed
16006,/players/jalen-myrick-myricja01,2018-09-01,Jacksonville (NFL),Waived
16005,/players/jalen-myrick-myricja01,2018-09-05,Minnesota (NFL),Signed to the Practice Squad
16004,/players/jalen-myrick-myricja01,2018-10-16,Minnesota (NFL),Released from the Practice Squad
16003,/players/jalen-myrick-myricja01,2018-10-23,Minnesota (NFL),Signed to the Practice Squad
16002,/players/jalen-myrick-myricja01,2018-10-27,Minnesota (NFL),Released from the Practice Squad
16001,/players/jalen-myrick-myricja01,2018-11-27,Minnesota (NFL),Signed to the Practice Squad
16000,/players/jalen-myrick-myricja01,2019-01-02,Minnesota (NFL),Signed to a future contract
15999,/players/jalen-myrick-myricja01,2019-04-11,Minnesota (NFL),Waived
15998,/players/jalen-myrick-myricja01,2019-08-18,Atlanta (NFL),Signed
15997,/players/jalen-myrick-myricja01,2019-08-31,Atlanta (NFL),Waived
15996,/players/jalen-myrick-myricja01,2020-01-31,DC Defenders (XFL),Placed on Injured Reserve
15995,/players/jalen-myrick-myricja01,2020-03-07,DC Defenders (XFL),Waived
27127,/players/jalen-nailor-nailoja01,2022-05-13,Minnesota (NFL),Signed
27126,/players/jalen-nailor-nailoja01,2023-09-21,Minnesota (NFL),Placed on Injured Reserve (Hamstring)
27125,/players/jalen-nailor-nailoja01,2023-10-18,Minnesota (NFL),Designated for return from Injured Reserve
27124,/players/jalen-nailor-nailoja01,2023-11-04,Minnesota (NFL),Activated from Injured Reserve
27123,/players/jalen-nailor-nailoja01,2024-01-06,Minnesota (NFL),Placed on Injured Reserve (Concussion)
26677,/players/jalen-pitre-pitreja01,2022-05-13,Houston (NFL),Signed
9628,/players/jalen-ramsey-ramseja01,2016-05-22,Jacksonville (NFL),Signed
9627,/players/jalen-ramsey-ramseja01,2019-10-16,Jacksonville (NFL),Traded to the Los Angeles Rams
9626,/players/jalen-ramsey-ramseja01,2021-12-13,LA Rams (NFL),Placed on COVID-19 List
9625,/players/jalen-ramsey-ramseja01,2021-12-20,LA Rams (NFL),Activated from the Reserve/COVID-19 List
9624,/players/jalen-ramsey-ramseja01,2023-03-15,LA Rams (NFL),Traded to the Miami Dolphins
9623,/players/jalen-ramsey-ramseja01,2023-08-31,Miami (NFL),Placed on Injured Reserve (Knee)
9622,/players/jalen-ramsey-ramseja01,2023-10-18,Miami (NFL),Designated for return from Injured Reserve
9621,/players/jalen-ramsey-ramseja01,2023-10-28,Miami (NFL),Activated from Injured Reserve
22628,/players/jalen-reagor-reagoja01,2020-07-27,Philadelphia (NFL),Signed
22627,/players/jalen-reagor-reagoja01,2020-09-30,Philadelphia (NFL),Placed on Injured Reserve (Thumb)
22626,/players/jalen-reagor-reagoja01,2020-10-26,Philadelphia (NFL),Designated for return from Injured Reserve
22625,/players/jalen-reagor-reagoja01,2020-10-31,Philadelphia (NFL),Activated from Injured Reserve
22624,/players/jalen-reagor-reagoja01,2022-08-31,Philadelphia (NFL),Traded to the Minnesota Vikings
22623,/players/jalen-reagor-reagoja01,2023-08-30,Minnesota (NFL),Waived
22622,/players/jalen-reagor-reagoja01,2023-09-04,New England (NFL),Signed to the Practice Squad
22621,/players/jalen-reagor-reagoja01,2023-09-16,New England (NFL),Signed to the Active Roster from the Practice Squad
22620,/players/jalen-reagor-reagoja01,2023-09-18,New England (NFL),Returned to the Practice Squad
22619,/players/jalen-reagor-reagoja01,2023-10-14,New England (NFL),Signed to the Active Roster from the Practice Squad
22618,/players/jalen-reagor-reagoja01,2023-10-16,New England (NFL),Returned to the Practice Squad
22617,/players/jalen-reagor-reagoja01,2023-10-21,New England (NFL),Signed to the Active Roster from the Practice Squad
22616,/players/jalen-reagor-reagoja01,2023-10-23,New England (NFL),Returned to the Practice Squad
22615,/players/jalen-reagor-reagoja01,2023-10-26,New England (NFL),Signed to the Active Roster from the Practice Squad
14431,/players/jalen-reevesmaybin-reeveja02,2017-05-12,Detroit (NFL),Signed
14430,/players/jalen-reevesmaybin-reeveja02,2018-12-05,Detroit (NFL),Placed on Injured Reserve (Neck)
14429,/players/jalen-reevesmaybin-reeveja02,2021-03-17,Detroit (NFL),Re-signed
14428,/players/jalen-reevesmaybin-reeveja02,2021-07-28,Detroit (NFL),Placed on COVID-19 List
14427,/players/jalen-reevesmaybin-reeveja02,2021-08-09,Detroit (NFL),Activated from the Reserve/COVID-19 List
14426,/players/jalen-reevesmaybin-reeveja02,2022-03-23,Houston (NFL),Signed
14425,/players/jalen-reevesmaybin-reeveja02,2023-03-15,Houston (NFL),Released
14424,/players/jalen-reevesmaybin-reeveja02,2023-03-27,Detroit (NFL),Signed
4144,/players/jalen-saunders-saundja01,2014-05-16,NY Jets (NFL),Signed
4143,/players/jalen-saunders-saundja01,2014-09-29,NY Jets (NFL),Waived
4142,/players/jalen-saunders-saundja01,2014-10-01,Arizona (NFL),Signed to the Practice Squad
4141,/players/jalen-saunders-saundja01,2014-10-25,Arizona (NFL),Released from the Practice Squad
4140,/players/jalen-saunders-saundja01,2014-11-04,Seattle (NFL),Signed to the Practice Squad
4139,/players/jalen-saunders-saundja01,2014-11-19,New Orleans (NFL),Signed from the Seattle Seahawks practice squad
