player|position|injury|practice_status|game_status|team|gamedate|year
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Vikings|FRIDAY, OCTOBER 18TH|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Vikings|FRIDAY, OCTOBER 18TH|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Vikings|FRIDAY, OCTOBER 18TH|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Vikings|FRIDAY, OCTOBER 18TH|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Giants|FRIDAY, OCTOBER 18TH|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Giants|FRIDAY, OCTOBER 18TH|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Giants|FRIDAY, OCTOBER 18TH|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Giants|FRIDAY, OCTOBER 18TH|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Giants|FRIDAY, OCTOBER 18TH|2013
Zac Stacy |RB|Chest|Full Participation in Practice|Probable|Rams|SUNDAY, OCTOBER 20TH|2013
Benny Cunningham |RB|Ankle|Did Not Participate In Practice|Out|Rams|SUNDAY, OCTOBER 20TH|2013
Zac Stacy |RB|Chest|Full Participation in Practice|Probable|Panthers|SUNDAY, OCTOBER 20TH|2013
Benny Cunningham |RB|Ankle|Did Not Participate In Practice|Out|Panthers|SUNDAY, OCTOBER 20TH|2013
BenJarvus Green-Ellis |RB||Did Not Participate In Practice||Bengals|SUNDAY, OCTOBER 20TH|2013
BenJarvus Green-Ellis |RB||Did Not Participate In Practice||Lions|SUNDAY, OCTOBER 20TH|2013
Martellus Bennett |TE|Knee|Limited Participation in Practice|Questionable|Bears|SUNDAY, OCTOBER 20TH|2013
Martellus Bennett |TE|Knee|Limited Participation in Practice|Questionable|Redskins|SUNDAY, OCTOBER 20TH|2013
Steve Johnson |WR|Back|Full Participation in Practice|Probable|Bills|SUNDAY, OCTOBER 20TH|2013
Thad Lewis |QB|Foot|Full Participation in Practice|Probable|Bills|SUNDAY, OCTOBER 20TH|2013
C.J. Spiller |RB|Ankle|Full Participation in Practice|Probable|Bills|SUNDAY, OCTOBER 20TH|2013
EJ Manuel |QB|Knee|Did Not Participate In Practice|Out|Bills|SUNDAY, OCTOBER 20TH|2013
Steve Johnson |WR|Back|Full Participation in Practice|Probable|Dolphins|SUNDAY, OCTOBER 20TH|2013
Thad Lewis |QB|Foot|Full Participation in Practice|Probable|Dolphins|SUNDAY, OCTOBER 20TH|2013
C.J. Spiller |RB|Ankle|Full Participation in Practice|Probable|Dolphins|SUNDAY, OCTOBER 20TH|2013
EJ Manuel |QB|Knee|Did Not Participate In Practice|Out|Dolphins|SUNDAY, OCTOBER 20TH|2013
DeMarco Murray |RB|Knee|Did Not Participate In Practice|Doubtful|Cowboys|SUNDAY, OCTOBER 20TH|2013
Dwayne Harris |WR|Hip|Full Participation in Practice|Probable|Cowboys|SUNDAY, OCTOBER 20TH|2013
Miles Austin |WR|Hamstring|Did Not Participate In Practice|Probable|Cowboys|SUNDAY, OCTOBER 20TH|2013
Lance Dunbar |RB|Hamstring|Did Not Participate In Practice|Out|Cowboys|SUNDAY, OCTOBER 20TH|2013
DeMarco Murray |RB|Knee|Did Not Participate In Practice|Doubtful|Eagles|SUNDAY, OCTOBER 20TH|2013
Dwayne Harris |WR|Hip|Full Participation in Practice|Probable|Eagles|SUNDAY, OCTOBER 20TH|2013
Miles Austin |WR|Hamstring|Did Not Participate In Practice|Probable|Eagles|SUNDAY, OCTOBER 20TH|2013
Lance Dunbar |RB|Hamstring|Did Not Participate In Practice|Out|Eagles|SUNDAY, OCTOBER 20TH|2013
Eddie Royal |WR|Toe|Did Not Participate In Practice|Questionable|Chargers|SUNDAY, OCTOBER 20TH|2013
Ronnie Brown |RB|Ankle|Full Participation in Practice|Probable|Chargers|SUNDAY, OCTOBER 20TH|2013
Eddie Royal |WR|Toe|Did Not Participate In Practice|Questionable|Jaguars|SUNDAY, OCTOBER 20TH|2013
Ronnie Brown |RB|Ankle|Full Participation in Practice|Probable|Jaguars|SUNDAY, OCTOBER 20TH|2013
Matthew Slater |WR|Wrist|Limited Participation in Practice|Questionable|Patriots|SUNDAY, OCTOBER 20TH|2013
Leon Washington |RB|Ankle|Did Not Participate In Practice|Out|Patriots|SUNDAY, OCTOBER 20TH|2013
Julian Edelman |WR|Thigh|Limited Participation in Practice|Questionable|Patriots|SUNDAY, OCTOBER 20TH|2013
Rob Gronkowski |TE|Back, Forearm|Limited Participation in Practice|Questionable|Patriots|SUNDAY, OCTOBER 20TH|2013
Brandon Bolden |RB|Knee|Limited Participation in Practice|Questionable|Patriots|SUNDAY, OCTOBER 20TH|2013
Michael Hoomanawanui |TE|Knee|Limited Participation in Practice|Questionable|Patriots|SUNDAY, OCTOBER 20TH|2013
Danny Amendola |WR|Concussion, Groin|Did Not Participate In Practice|Out|Patriots|SUNDAY, OCTOBER 20TH|2013
Matthew Slater |WR|Wrist|Limited Participation in Practice|Questionable|Jets|SUNDAY, OCTOBER 20TH|2013
Leon Washington |RB|Ankle|Did Not Participate In Practice|Out|Jets|SUNDAY, OCTOBER 20TH|2013
Julian Edelman |WR|Thigh|Limited Participation in Practice|Questionable|Jets|SUNDAY, OCTOBER 20TH|2013
Rob Gronkowski |TE|Back, Forearm|Limited Participation in Practice|Questionable|Jets|SUNDAY, OCTOBER 20TH|2013
Brandon Bolden |RB|Knee|Limited Participation in Practice|Questionable|Jets|SUNDAY, OCTOBER 20TH|2013
Michael Hoomanawanui |TE|Knee|Limited Participation in Practice|Questionable|Jets|SUNDAY, OCTOBER 20TH|2013
Danny Amendola |WR|Concussion, Groin|Did Not Participate In Practice|Out|Jets|SUNDAY, OCTOBER 20TH|2013
Mike Williams |WR|Hamstring|Full Participation in Practice|Questionable|Buccaneers|SUNDAY, OCTOBER 20TH|2013
Jeff Demps |RB|Groin||Out|Buccaneers|SUNDAY, OCTOBER 20TH|2013
Mike Williams |WR|Hamstring|Full Participation in Practice|Questionable|Falcons|SUNDAY, OCTOBER 20TH|2013
Jeff Demps |RB|Groin||Out|Falcons|SUNDAY, OCTOBER 20TH|2013
Quinton Patton |WR|Foot||Out|Niners|SUNDAY, OCTOBER 20TH|2013
Colin Kaepernick |QB|Foot|Full Participation in Practice|Probable|Niners|SUNDAY, OCTOBER 20TH|2013
Vernon Davis |TE|Hamstring|Full Participation in Practice|Probable|Niners|SUNDAY, OCTOBER 20TH|2013
Jon Baldwin |WR|Illness|Limited Participation in Practice|Questionable|Niners|SUNDAY, OCTOBER 20TH|2013
Quinton Patton |WR|Foot||Out|Titans|SUNDAY, OCTOBER 20TH|2013
Colin Kaepernick |QB|Foot|Full Participation in Practice|Probable|Titans|SUNDAY, OCTOBER 20TH|2013
Vernon Davis |TE|Hamstring|Full Participation in Practice|Probable|Titans|SUNDAY, OCTOBER 20TH|2013
Jon Baldwin |WR|Illness|Limited Participation in Practice|Questionable|Titans|SUNDAY, OCTOBER 20TH|2013
Keshawn Martin |WR|Shoulder|Limited Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
DeVier Posey |WR|Achilles|Full Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
Matt Schaub |QB|Ankle, Foot|Did Not Participate In Practice|Out|Texans|SUNDAY, OCTOBER 20TH|2013
Andre Johnson |WR|Shin|Full Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
Arian Foster |RB|Thumb, Chest/Hamstring|Full Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
Ben Tate |RB|Elbow|Full Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
Greg Jones |RB|Ankle, Illness|Limited Participation in Practice|Probable|Texans|SUNDAY, OCTOBER 20TH|2013
Keshawn Martin |WR|Shoulder|Limited Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
DeVier Posey |WR|Achilles|Full Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
Matt Schaub |QB|Ankle, Foot|Did Not Participate In Practice|Out|Chiefs|SUNDAY, OCTOBER 20TH|2013
Andre Johnson |WR|Shin|Full Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
Arian Foster |RB|Thumb, Chest/Hamstring|Full Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
Ben Tate |RB|Elbow|Full Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
Greg Jones |RB|Ankle, Illness|Limited Participation in Practice|Probable|Chiefs|SUNDAY, OCTOBER 20TH|2013
Brandon Stokley |WR|Thigh|Did Not Participate In Practice|Doubtful|Ravens|SUNDAY, OCTOBER 20TH|2013
Brandon Stokley |WR|Thigh|Did Not Participate In Practice|Doubtful|Steelers|SUNDAY, OCTOBER 20TH|2013
Willis McGahee |RB|Knee|Full Participation in Practice|Probable|Browns|SUNDAY, OCTOBER 20TH|2013
Bobby Rainey |RB||Full Participation in Practice||Browns|SUNDAY, OCTOBER 20TH|2013
Willis McGahee |RB|Knee|Full Participation in Practice|Probable|Packers|SUNDAY, OCTOBER 20TH|2013
Bobby Rainey |RB||Full Participation in Practice||Packers|SUNDAY, OCTOBER 20TH|2013
Eric Decker |WR|Shoulder|Full Participation in Practice|Probable|Broncos|SUNDAY, OCTOBER 20TH|2013
Virgil Green |TE|Back|Full Participation in Practice|Probable|Broncos|SUNDAY, OCTOBER 20TH|2013
Joel Dreessen |TE|Knee|Full Participation in Practice|Probable|Broncos|SUNDAY, OCTOBER 20TH|2013
Wes Welker |WR|Ankle|Full Participation in Practice|Probable|Broncos|SUNDAY, OCTOBER 20TH|2013
Eric Decker |WR|Shoulder|Full Participation in Practice|Probable|Colts|SUNDAY, OCTOBER 20TH|2013
Virgil Green |TE|Back|Full Participation in Practice|Probable|Colts|SUNDAY, OCTOBER 20TH|2013
Joel Dreessen |TE|Knee|Full Participation in Practice|Probable|Colts|SUNDAY, OCTOBER 20TH|2013
Wes Welker |WR|Ankle|Full Participation in Practice|Probable|Colts|SUNDAY, OCTOBER 20TH|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Vikings|SUNDAY, OCTOBER 20TH|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Vikings|SUNDAY, OCTOBER 20TH|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Vikings|SUNDAY, OCTOBER 20TH|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Vikings|SUNDAY, OCTOBER 20TH|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Vikings|SUNDAY, OCTOBER 20TH|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Giants|SUNDAY, OCTOBER 20TH|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Giants|SUNDAY, OCTOBER 20TH|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Giants|SUNDAY, OCTOBER 20TH|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Giants|SUNDAY, OCTOBER 20TH|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Giants|SUNDAY, OCTOBER 20TH|2013
Eric Decker |WR|Shoulder|Full Participation in Practice|Probable|Broncos|MONDAY, OCTOBER 21ST|2013
Virgil Green |TE|Back|Full Participation in Practice|Probable|Broncos|MONDAY, OCTOBER 21ST|2013
Joel Dreessen |TE|Knee|Full Participation in Practice|Probable|Broncos|MONDAY, OCTOBER 21ST|2013
Wes Welker |WR|Ankle|Full Participation in Practice|Probable|Broncos|MONDAY, OCTOBER 21ST|2013
Eric Decker |WR|Shoulder|Full Participation in Practice|Probable|Colts|MONDAY, OCTOBER 21ST|2013
Virgil Green |TE|Back|Full Participation in Practice|Probable|Colts|MONDAY, OCTOBER 21ST|2013
Joel Dreessen |TE|Knee|Full Participation in Practice|Probable|Colts|MONDAY, OCTOBER 21ST|2013
Wes Welker |WR|Ankle|Full Participation in Practice|Probable|Colts|MONDAY, OCTOBER 21ST|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Vikings|MONDAY, OCTOBER 21ST|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Vikings|MONDAY, OCTOBER 21ST|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Vikings|MONDAY, OCTOBER 21ST|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Vikings|MONDAY, OCTOBER 21ST|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Vikings|MONDAY, OCTOBER 21ST|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Giants|MONDAY, OCTOBER 21ST|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Giants|MONDAY, OCTOBER 21ST|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Giants|MONDAY, OCTOBER 21ST|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Giants|MONDAY, OCTOBER 21ST|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Giants|MONDAY, OCTOBER 21ST|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Vikings|TUESDAY, OCTOBER 22ND|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Vikings|TUESDAY, OCTOBER 22ND|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Vikings|TUESDAY, OCTOBER 22ND|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Vikings|TUESDAY, OCTOBER 22ND|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Vikings|TUESDAY, OCTOBER 22ND|2013
Adrian Peterson |RB|Hamstring|Limited Participation in Practice|Probable|Giants|TUESDAY, OCTOBER 22ND|2013
Jarius Wright |WR|Ankle|Full Participation in Practice|Probable|Giants|TUESDAY, OCTOBER 22ND|2013
Christian Ponder |QB|Rib|Full Participation in Practice|Probable|Giants|TUESDAY, OCTOBER 22ND|2013
Rodney Smith |WR|Hip|Did Not Participate In Practice|Questionable|Giants|TUESDAY, OCTOBER 22ND|2013
Rhett Ellison |TE|Knee|Full Participation in Practice|Probable|Giants|TUESDAY, OCTOBER 22ND|2013
Steve Smith |WR|Ankle|Limited Participation in Practice|Probable|Panthers|FRIDAY, OCTOBER 25TH|2013
Brandon LaFell |WR|Knee|Full Participation in Practice|Probable|Panthers|FRIDAY, OCTOBER 25TH|2013
Greg Olsen |TE|Foot|Full Participation in Practice|Probable|Panthers|FRIDAY, OCTOBER 25TH|2013
Steve Smith |WR|Ankle|Limited Participation in Practice|Probable|Buccaneers|FRIDAY, OCTOBER 25TH|2013
Brandon LaFell |WR|Knee|Full Participation in Practice|Probable|Buccaneers|FRIDAY, OCTOBER 25TH|2013
Greg Olsen |TE|Foot|Full Participation in Practice|Probable|Buccaneers|FRIDAY, OCTOBER 25TH|2013
Fred Jackson |RB|Knee|Limited Participation in Practice|Probable|Bills|FRIDAY, OCTOBER 25TH|2013
C.J. Spiller |RB|Ankle|Did Not Participate In Practice|Doubtful|Bills|FRIDAY, OCTOBER 25TH|2013
EJ Manuel |QB|Knee|Did Not Participate In Practice|Out|Bills|FRIDAY, OCTOBER 25TH|2013
Fred Jackson |RB|Knee|Limited Participation in Practice|Probable|Saints|FRIDAY, OCTOBER 25TH|2013
C.J. Spiller |RB|Ankle|Did Not Participate In Practice|Doubtful|Saints|FRIDAY, OCTOBER 25TH|2013
EJ Manuel |QB|Knee|Did Not Participate In Practice|Out|Saints|FRIDAY, OCTOBER 25TH|2013
DeMarco Murray |RB|Knee|Limited Participation in Practice|Questionable|Cowboys|FRIDAY, OCTOBER 25TH|2013
Dez Bryant |WR|Hamstring, Wrist|Full Participation in Practice|Probable|Cowboys|FRIDAY, OCTOBER 25TH|2013
Dwayne Harris |WR|Hip|Full Participation in Practice|Probable|Cowboys|FRIDAY, OCTOBER 25TH|2013
Miles Austin |WR|Hamstring|Limited Participation in Practice|Questionable|Cowboys|FRIDAY, OCTOBER 25TH|2013
Lance Dunbar |RB|Hamstring|Full Participation in Practice|Probable|Cowboys|FRIDAY, OCTOBER 25TH|2013
DeMarco Murray |RB|Knee|Limited Participation in Practice|Questionable|Lions|FRIDAY, OCTOBER 25TH|2013
Dez Bryant |WR|Hamstring, Wrist|Full Participation in Practice|Probable|Lions|FRIDAY, OCTOBER 25TH|2013
Dwayne Harris |WR|Hip|Full Participation in Practice|Probable|Lions|FRIDAY, OCTOBER 25TH|2013
Miles Austin |WR|Hamstring|Limited Participation in Practice|Questionable|Lions|FRIDAY, OCTOBER 25TH|2013
Lance Dunbar |RB|Hamstring|Full Participation in Practice|Probable|Lions|FRIDAY, OCTOBER 25TH|2013
Willis McGahee |RB|Knee|Full Participation in Practice|Probable|Browns|FRIDAY, OCTOBER 25TH|2013
Chris Ogbonnaya |RB|Ribs|Full Participation in Practice|Probable|Browns|FRIDAY, OCTOBER 25TH|2013
Willis McGahee |RB|Knee|Full Participation in Practice|Probable|Chiefs|FRIDAY, OCTOBER 25TH|2013
Chris Ogbonnaya |RB|Ribs|Full Participation in Practice|Probable|Chiefs|FRIDAY, OCTOBER 25TH|2013
Frank Gore |RB|Ankle|Full Participation in Practice|Probable|Niners|FRIDAY, OCTOBER 25TH|2013
Quinton Patton |WR|Foot||Out|Niners|FRIDAY, OCTOBER 25TH|2013
Colin Kaepernick |QB|Foot|Full Participation in Practice|Probable|Niners|FRIDAY, OCTOBER 25TH|2013
Vernon Davis |TE|Hamstring|Full Participation in Practice|Probable|Niners|FRIDAY, OCTOBER 25TH|2013
Kyle Williams |WR|Knee|Full Participation in Practice|Probable|Niners|FRIDAY, OCTOBER 25TH|2013
Jon Baldwin |WR|Illness|Limited Participation in Practice|Questionable|Niners|FRIDAY, OCTOBER 25TH|2013
Frank Gore |RB|Ankle|Full Participation in Practice|Probable|Jaguars|FRIDAY, OCTOBER 25TH|2013
Quinton Patton |WR|Foot||Out|Jaguars|FRIDAY, OCTOBER 25TH|2013
Colin Kaepernick |QB|Foot|Full Participation in Practice|Probable|Jaguars|FRIDAY, OCTOBER 25TH|2013
Vernon Davis |TE|Hamstring|Full Participation in Practice|Probable|Jaguars|FRIDAY, OCTOBER 25TH|2013
Kyle Williams |WR|Knee|Full Participation in Practice|Probable|Jaguars|FRIDAY, OCTOBER 25TH|2013
Jon Baldwin |WR|Illness|Limited Participation in Practice|Questionable|Jaguars|FRIDAY, OCTOBER 25TH|2013
David Wilson |RB|Neck||Out|Giants|FRIDAY, OCTOBER 25TH|2013
Brandon Jacobs |RB|Hamstring|Did Not Participate In Practice|Doubtful|Giants|FRIDAY, OCTOBER 25TH|2013
Adrien Robinson |TE|Foot|Limited Participation in Practice|Questionable|Giants|FRIDAY, OCTOBER 25TH|2013
David Wilson |RB|Neck||Out|Eagles|FRIDAY, OCTOBER 25TH|2013
Brandon Jacobs |RB|Hamstring|Did Not Participate In Practice|Doubtful|Eagles|FRIDAY, OCTOBER 25TH|2013
Adrien Robinson |TE|Foot|Limited Participation in Practice|Questionable|Eagles|FRIDAY, OCTOBER 25TH|2013
Ryan Tannehill |QB|right Shoulder|Full Participation in Practice|Probable|Dolphins|FRIDAY, OCTOBER 25TH|2013
Brandon Gibson |WR|Shoulder|Full Participation in Practice|Probable|Dolphins|FRIDAY, OCTOBER 25TH|2013
Ryan Tannehill |QB|right Shoulder|Full Participation in Practice|Probable|Patriots|FRIDAY, OCTOBER 25TH|2013
Brandon Gibson |WR|Shoulder|Full Participation in Practice|Probable|Patriots|FRIDAY, OCTOBER 25TH|2013
Josh Cribbs |WR|Knee|Full Participation in Practice|Probable|Jets|FRIDAY, OCTOBER 25TH|2013
David Nelson |WR|Hamstring|Full Participation in Practice|Probable|Jets|FRIDAY, OCTOBER 25TH|2013
Jeremy Kerley |WR|Hamstring|Full Participation in Practice|Probable|Jets|FRIDAY, OCTOBER 25TH|2013
Santonio Holmes |WR|Hamstring|Did Not Participate In Practice|Out|Jets|FRIDAY, OCTOBER 25TH|2013
Konrad Reuland |TE|Knee|Full Participation in Practice|Probable|Jets|FRIDAY, OCTOBER 25TH|2013
Greg Salas |WR|Knee|Limited Participation in Practice|Questionable|Jets|FRIDAY, OCTOBER 25TH|2013
Jeff Cumberland |TE|Hamstring|Limited Participation in Practice|Probable|Jets|FRIDAY, OCTOBER 25TH|2013
Josh Cribbs |WR|Knee|Full Participation in Practice|Probable|Bengals|FRIDAY, OCTOBER 25TH|2013
David Nelson |WR|Hamstring|Full Participation in Practice|Probable|Bengals|FRIDAY, OCTOBER 25TH|2013
Jeremy Kerley |WR|Hamstring|Full Participation in Practice|Probable|Bengals|FRIDAY, OCTOBER 25TH|2013
Santonio Holmes |WR|Hamstring|Did Not Participate In Practice|Out|Bengals|FRIDAY, OCTOBER 25TH|2013
Konrad Reuland |TE|Knee|Full Participation in Practice|Probable|Bengals|FRIDAY, OCTOBER 25TH|2013
Greg Salas |WR|Knee|Limited Participation in Practice|Questionable|Bengals|FRIDAY, OCTOBER 25TH|2013
Jeff Cumberland |TE|Hamstring|Limited Participation in Practice|Probable|Bengals|FRIDAY, OCTOBER 25TH|2013
Markus Wheaton |WR|Finger||Out|Steelers|FRIDAY, OCTOBER 25TH|2013
Heath Miller |TE|Not Injury Related|Full Participation in Practice|Probable|Steelers|FRIDAY, OCTOBER 25TH|2013
Jerricho Cotchery |WR|Abdomen|Full Participation in Practice|Probable|Steelers|FRIDAY, OCTOBER 25TH|2013
Richard Gordon |TE|Toe|Full Participation in Practice|Out|Steelers|FRIDAY, OCTOBER 25TH|2013
Markus Wheaton |WR|Finger||Out|Raiders|FRIDAY, OCTOBER 25TH|2013
Heath Miller |TE|Not Injury Related|Full Participation in Practice|Probable|Raiders|FRIDAY, OCTOBER 25TH|2013
Jerricho Cotchery |WR|Abdomen|Full Participation in Practice|Probable|Raiders|FRIDAY, OCTOBER 25TH|2013
Richard Gordon |TE|Toe|Full Participation in Practice|Out|Raiders|FRIDAY, OCTOBER 25TH|2013
Logan Paulsen |TE|Knee|Full Participation in Practice|Probable|Redskins|FRIDAY, OCTOBER 25TH|2013
Jordan Reed |TE|Hip|Full Participation in Practice|Probable|Redskins|FRIDAY, OCTOBER 25TH|2013
Leonard Hankerson |WR|Foot|Full Participation in Practice|Questionable|Redskins|FRIDAY, OCTOBER 25TH|2013
Logan Paulsen |TE|Knee|Full Participation in Practice|Probable|Broncos|FRIDAY, OCTOBER 25TH|2013
Jordan Reed |TE|Hip|Full Participation in Practice|Probable|Broncos|FRIDAY, OCTOBER 25TH|2013
Leonard Hankerson |WR|Foot|Full Participation in Practice|Questionable|Broncos|FRIDAY, OCTOBER 25TH|2013
Steven Jackson |RB|Hamstring|Limited Participation in Practice|Probable|Falcons|FRIDAY, OCTOBER 25TH|2013
Chase Coffman |TE|Knee|Full Participation in Practice|Probable|Falcons|FRIDAY, OCTOBER 25TH|2013
Roddy White |WR|Hamstring, Ankle|Did Not Participate In Practice|Out|Falcons|FRIDAY, OCTOBER 25TH|2013
Jason Snelling |RB|Ankle|Did Not Participate In Practice|Out|Falcons|FRIDAY, OCTOBER 25TH|2013
Steven Jackson |RB|Hamstring|Limited Participation in Practice|Probable|Cardinals|FRIDAY, OCTOBER 25TH|2013
Chase Coffman |TE|Knee|Full Participation in Practice|Probable|Cardinals|FRIDAY, OCTOBER 25TH|2013
Roddy White |WR|Hamstring, Ankle|Did Not Participate In Practice|Out|Cardinals|FRIDAY, OCTOBER 25TH|2013
Jason Snelling |RB|Ankle|Did Not Participate In Practice|Out|Cardinals|FRIDAY, OCTOBER 25TH|2013
Ryan Taylor |TE|Knee|Did Not Participate In Practice|Out|Packers|FRIDAY, OCTOBER 25TH|2013
